Year,major,score
2020,外国语言学及应用语言学,366
2020,日语语言文学,409
2020,外国语言学及应用语言学,366
2020,日语语言文学,409
2020,英语语言文学,382
2020,中国史,324
2020,中国史,324
2020,世界史,364
2020,中国史,324
2020,(专业学位)出版,388
2020,世界史,364
2020,中国史,324
2020,(专业学位)文物与博物馆,325
2020,世界史,364
2020,中国史,324
2020,世界史,364
2020,比较文学与世界文学,390
2020,(专业学位)出版,388
2020,高级秘书与行政助理学,386
2020,(专业学位)出版,388
2020,比较文学与世界文学,390
2020,中国少数民族语言文学,382
2020,中国少数民族语言文学,382
2020,中国少数民族语言文学,382
2020,比较文学与世界文学,390
2020,比较文学与世界文学,390
2020,中国现当代文学,379
2020,中国少数民族语言文学,382
2020,中国现当代文学,379
2020,中国古代文学,370
2020,中国现当代文学,379
2020,中国古代文学,370
2020,中国现当代文学,379
2020,中国古代文学,370
2020,中国古代文学,370
2020,中国古典文献学,355
2020,中国古代文学,370
2020,文艺学,370
2020,文艺学,370
2020,文艺学,370
2020,美学,372
2020,汉语言文字学,367
2020,汉语言文字学,367
2020,汉语言文字学,367
2020,汉语言文字学,367
2020,美学,372
2020,中国古典文献学,355
2020,中国古典文献学,355
2020,汉语言文字学,367
2020,文艺学,370
2020,美学,372
2020,美学,372
2020,(专业学位)法律（法学）,354
2020,政治学,367
2020,知识产权法学,349
2020,政治学,367
2020,知识产权法学,349
2020,(专业学位)法律（非法学）,353
2020,政治学,367
2020,政治学,367
2020,政治学,367
2020,知识产权法学,349
2020,政治学,367
2020,(专业学位)法律（非法学）,353
2020,知识产权法学,349
2020,知识产权法学,349
2020,宪法学与行政法学,342
2020,法学理论,327
2020,宪法学与行政法学,342
2020,法学理论,327
2020,统计学,381
2020,统计学,295
2020,刑法学,336
2020,刑法学,336
2020,统计学,381
2020,宪法学与行政法学,342
2020,统计学,295
2020,产业经济学,382
2020,刑法学,336
2020,法学理论,327
2020,刑法学,336
2020,统计学,381
2020,(专业学位)应用统计,365
2020,劳动经济学,349
2020,劳动经济学,349
2020,(专业学位)金融,345
2020,(专业学位)税务,364
2020,劳动经济学,349
2020,(专业学位)应用统计,365
2020,数量经济学,375
2020,国际贸易学,370
2020,(专业学位)资产评估,361
2020,(专业学位)国际商务,367
2020,(专业学位)税务,364
2020,数量经济学,375
2020,(专业学位)金融,345
2020,国际贸易学,370
2020,国际贸易学,370
2020,国际贸易学,370
2020,金融学,366
2020,金融学,366
2020,国际贸易学,370
2020,区域经济学,363
2020,金融学,366
2020,区域经济学,363
2020,金融学,366
2020,财政学,380
2020,金融学,366
2020,财政学,380
2020,财政学,380
2020,财政学,380
2020,国民经济学,407
2020,国民经济学,407
2020,区域经济学,363
2020,区域经济学,363
2020,区域经济学,363
2020,国民经济学,407
2020,国民经济学,407
2020,人口、资源与环境经济学,369
2020,世界经济,369
2020,世界经济,369
2020,人口、资源与环境经济学,369
2020,人口、资源与环境经济学,369
2020,西方经济学,369
2020,国民经济学,407
2020,世界经济,369
2020,政治经济学,369
2020,西方经济学,369
2020,西方经济学,369
2020,政治经济学,369
2020,政治经济学,369
2020,西方经济学,369
2020,(专业学位)音乐,347
2020,音乐与舞蹈学,347
2020,(专业学位)美术,347
2020,(专业学位)音乐,347
2020,音乐与舞蹈学,347
2020,音乐与舞蹈学,347
2020,音乐与舞蹈学,347
2020,(专业学位)艺术设计,347
2020,(专业学位)艺术设计,347
2020,(专业学位)音乐,347
2020,(专业学位)音乐,347
2020,(专业学位)学科教学（音乐）,331
2020,(专业学位)美术,347
2020,(专业学位)美术,347
2020,(专业学位)美术,347
2020,(专业学位)美术,347
2020,(专业学位)学科教学（美术）,331
2020,亚非语言文学,355
2020,(专业学位)美术,347
2020,美术学,347
2020,(专业学位)美术,347
2020,美术学,347
2020,亚非语言文学,355
2020,美术学,347
2020,美术学,347
2020,美术学,347
2020,美术学,347
2020,日语语言文学,355
2020,英语语言文学,355
2020,俄语语言文学,355
2020,英语语言文学,355
2020,日语语言文学,355
2020,俄语语言文学,355
2020,(专业学位)学科教学（英语）,331
2020,英语语言文学,355
2020,日语语言文学,355
2020,计算机应用技术,264
2020,计算机应用技术,264
2020,计算机应用技术,264
2020,农业电气化与自动化,254
2020,材料科学与工程,264
2020,计算机应用技术,264
2020,农业生物环境与能源工程,254
2020,药物分析学,300
2020,农业机械化工程,254
2020,药理学,300
2020,生药学,300
2020,微生物与生化药学,300
2020,药物分析学,300
2020,生药学,300
2020,药理学,300
2020,药物分析学,300
2020,微生物与生化药学,300
2020,药物化学,300
2020,药物化学,300
2020,药剂学,300
2020,药剂学,300
2020,药剂学,300
2020,有机化学,288
2020,分析化学,288
2020,分析化学,288
2020,药物化学,300
2020,无机化学,288
2020,物理化学,288
2020,有机化学,288
2020,物理化学,288
2020,无机化学,288
2020,分析化学,288
2020,(专业学位)内科学,300
2020,口腔医学,300
2020,(专业学位)内科学,300
2020,(专业学位)学科教学（化学）,331
2020,(专业学位)护理,300
2020,(专业学位)内科学,300
2020,(专业学位)护理,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)护理,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)儿科学,300
2020,口腔医学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,老年医学,300
2020,儿科学,300
2020,儿科学,300
2020,老年医学,300
2020,内科学,300
2020,儿科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,(专业学位)内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,内科学,300
2020,流行病与卫生统计学,300
2020,植物学,288
2020,法医学,300
2020,水生生物学,288
2020,微生物学,288
2020,水生生物学,288
2020,动物学,288
2020,植物学,288
2020,植物学,288
2020,水生生物学,288
2020,植物学,288
2020,动物学,288
2020,微生物学,288
2020,植物学,288
2020,(专业学位)学科教学（生物）,331
2020,病原生物学,300
2020,病理学与病理生理学,300
2020,病理学与病理生理学,300
2020,病理学与病理生理学,300
2020,病理学与病理生理学,300
2020,病理学与病理生理学,300
2020,病理学与病理生理学,300
2020,法医学,300
2020,法医学,300
2020,法医学,300
2020,病原生物学,300
2020,免疫学,300
2020,人体解剖与组织胚胎学,300
2020,病原生物学,300
2020,免疫学,300
2020,生物化学与分子生物学,288
2020,人体解剖与组织胚胎学,300
2020,人体解剖与组织胚胎学,300
2020,生物化学与分子生物学,288
2020,生物化学与分子生物学,288
2020,人体解剖与组织胚胎学,300
2020,细胞生物学,288
2020,细胞生物学,288
2020,生理学,288
2020,神经生物学,288
2020,神经生物学,288
2020,遗传学,288
2020,神经生物学,288
2020,遗传学,288
2020,细胞生物学,288
2020,生理学,288
2020,(专业学位)农村发展,285
2020,(专业学位)农村发展,285
2020,(专业学位)农村发展,285
2020,(专业学位)农村发展,285
2020,(专业学位)农村发展,285
2020,(专业学位)法律（法学）,326
2020,法学,332
2020,(专业学位)农村发展,285
2020,(专业学位)农村发展,285
2020,(专业学位)法律（非法学）,333
2020,(专业学位)法律（非法学）,333
2020,(专业学位)农村发展,285
2020,法学,332
2020,(专业学位)法律（法学）,326
2020,马克思主义理论,360
2020,法学,332
2020,法学,332
2020,马克思主义理论,360
2020,马克思主义理论,360
2020,马克思主义理论,360
2020,马克思主义理论,360
2020,中国语言文学,367
2020,中国语言文学,367
2020,中国语言文学,367
2020,教育技术学,327
2020,教育技术学,327
2020,(专业学位)教育管理,331
2020,音乐与舞蹈学,347
2020,中国语言文学,367
2020,教育技术学,327
2020,音乐与舞蹈学,347
2020,中国语言文学,367
2020,音乐与舞蹈学,347
2020,教育技术学,327
2020,(专业学位)教育管理,331
2020,计算机科学与技术,278
2020,计算机科学与技术,278
2020,(专业学位)教育,331
2020,计算机科学与技术,278
2020,(专业学位)教育,331
2020,教育学,359
2020,教育学,359
2020,计算机科学与技术,278
2020,(专业学位)教育,331
2020,(专业学位)教育,331
2020,教育学,359
2020,教育学,359
2020,(专业学位)教育,331
2020,控制科学与工程,288
2020,(专业学位)教育,331
2020,(专业学位)艺术设计,355
2020,控制科学与工程,288
2020,电子科学与技术,264
2020,电气工程,264
2020,电子科学与技术,264
2020,电子科学与技术,264
2020,数字媒体艺术设计及理论,359
2020,电气工程,264
2020,控制科学与工程,288
2020,电气工程,264
2020,电气工程,264
2020,电气工程,264
2020,(专业学位)艺术设计,355
2020,控制科学与工程,288
2020,电子科学与技术,264
2020,环境科学与工程,279
2020,环境科学与工程,279
2020,药学,300
2020,药学,300
2020,软件工程,279
2020,药学,300
2020,药学,300
2020,软件工程,279
2020,环境科学与工程,279
2020,药学,300
2020,软件工程,279
2020,环境科学与工程,279
2020,环境科学与工程,279
2020,环境科学与工程,279
2020,软件工程,279
2020,管理科学与工程,353
2020,工商管理,357
2020,工商管理,357
2020,管理科学与工程,353
2020,管理科学与工程,353
2020,工商管理,357
2020,(专业学位)工商管理,175
2020,管理科学与工程,353
2020,(专业学位)工商管理,175
2020,应用经济学,345
2020,应用经济学,345
2020,应用经济学,345
2020,工商管理,357
2020,应用经济学,345
2020,包装工程,304
2020,包装工程,304
2020,机械工程,285
2020,(专业学位)艺术设计,356
2020,包装工程,304
2020,机械工程,285
2020,包装工程,304
2020,机械工程,285
2020,机械工程,285
2020,设计学,347
2020,制浆造纸工程,285
2020,制浆造纸工程,285
2020,(专业学位)艺术设计,356
2020,设计学,347
2020,制浆造纸工程,285
2020,设计学,347
2020,纺织化学与染整工程,265
2020,纺织工程,265
2020,纺织工程,265
2020,纺织工程,265
2020,服装设计与工程,335
2020,纺织化学与染整工程,265
2020,纺织工程,265
2020,纺织化学与染整工程,265
2020,纺织工程,265
2020,服装设计与工程,335
2020,纺织工程,265
2020,纺织化学与染整工程,265
2020,化学工程与技术,318
2020,化学工程与技术,318
2020,化学工程与技术,318
2020,材料科学与工程,275
2020,化学工程与技术,318
2020,材料科学与工程,275
2020,材料科学与工程,275
2020,(专业学位)艺术设计,385
2020,化学工程与技术,318
2020,材料科学与工程,275
2020,(专业学位)艺术设计,385
2020,化学工程与技术,318
2020,材料科学与工程,275
2020,化学工程与技术,318
2020,材料科学与工程,275
2020,(专业学位)艺术设计,385
2020,(专业学位)艺术设计,385
2020,材料科学与工程,275
2020,美术学,349
2020,美术学,349
2020,设计学,388
2020,美术学,349
2020,(专业学位)艺术设计,385
2020,设计学,388
2020,(专业学位)艺术设计,385
2020,(专业学位)艺术设计,385
2020,(专业学位)艺术设计,385
2020,设计学,388
2020,发酵工程,296
2020,(专业学位)艺术设计,385
2020,设计学,388
2020,(专业学位)艺术设计,385
2020,设计学,388
2020,发酵工程,296
2020,微生物学,304
2020,(专业学位)食品加工与安全,253
2020,(专业学位)食品加工与安全,253
2020,发酵工程,296
2020,制糖工程,264
2020,微生物学,304
2020,发酵工程,296
2020,制糖工程,264
2020,生物化学与分子生物学,311
2020,生物化学与分子生物学,311
2020,生物化学与分子生物学,311
2020,微生物学,304
2020,生物化学与分子生物学,311
2020,制糖工程,264
2020,食品科学与工程,325
2020,食品科学与工程,325
2020,食品科学与工程,325
2020,食品科学与工程,325
2020,食品科学与工程,325
2020,(专业学位)食品加工与安全,253
2020,食品科学与工程,325
2020,食品科学与工程,325
2020,食品科学与工程,325
2020,(专业学位)农业,-
2020,食品科学与工程,264
2020,食品科学与工程,264
2020,食品科学与工程,264
2020,食品科学与工程,264
2020,(专业学位)食品加工与安全,-
2020,(专业学位)食品加工与安全,-
2020,(专业学位)食品加工与安全,-
2020,(专业学位)食品加工与安全,-
2020,(专业学位)食品加工与安全,-
2020,(专业学位)食品加工与安全,-
2020,生物学,-
2020,(专业学位)食品加工与安全,-
2020,生物学,-
2020,食品科学与工程,264
2020,(专业学位)食品加工与安全,-
2020,食品科学与工程,264
2020,(专业学位)食品加工与安全,-
2020,(专业学位)食品加工与安全,-
2020,食品科学与工程,264
2020,(专业学位)食品加工与安全,-
2020,食品科学与工程,264
2020,(专业学位)药学,-
2020,(专业学位)药学,-
2020,(专业学位)药学,-
2020,(专业学位)药学,-
2020,制药工程,-
2020,食品科学与工程,264
2020,(专业学位)药学,-
2020,生物学,-
2020,制药工程,-
2020,食品科学与工程,264
2020,制药工程,-
2020,制药工程,-
2020,生物学,-
2020,食品科学与工程,264
2020,生物学,-
2020,食品科学与工程,264
2020,生物学,-
2020,生物学,-
2020,(专业学位)艺术设计,347
2020,(专业学位)艺术设计,347
2020,(专业学位)艺术设计,347
2020,(专业学位)艺术设计,347
2020,美术学,347
2020,(专业学位)艺术设计,347
2020,(专业学位)美术,347
2020,美术学,347
2020,(专业学位)美术,347
2020,(专业学位)图书情报,203
2020,(专业学位)艺术设计,347
2020,(专业学位)图书情报,203
2020,(专业学位)图书情报,203
2020,(专业学位)美术,347
2020,(专业学位)图书情报,203
2020,(专业学位)美术,347
2020,(专业学位)小学教育,331
2020,(专业学位)图书情报,203
2020,(专业学位)小学教育,331
2020,图书情报与档案管理,355
2020,(专业学位)图书情报,203
2020,(专业学位)学前教育,331
2020,(专业学位)图书情报,203
2020,图书情报与档案管理,355
2020,(专业学位)现代教育技术,331
2020,图书情报与档案管理,355
2020,(专业学位)现代教育技术,331
2020,(专业学位)学前教育,331
2020,(专业学位)学科教学（体育）,331
2020,(专业学位)学科教学（英语）,331
2020,(专业学位)图书情报,203
2020,(专业学位)学科教学（物理）,331
2020,(专业学位)学科教学（英语）,331
2020,(专业学位)学科教学（语文）,331
2020,(专业学位)教育管理,331
2020,(专业学位)教育管理,331
2020,教育学,365
2020,(专业学位)学科教学（语文）,331
2020,教育学,365
2020,(专业学位)学科教学（数学）,331
2020,教育学,365
2020,教育学,365
2020,教育学,365
2020,中药学,300
2020,药学,300
2020,外国语言文学,355
2020,中药学,300
2020,药学,300
2020,中药学,300
2020,药学,300
2020,中药学,300
2020,药学,300
2020,药学,300
2020,外国语言文学,355
2020,化学工程与技术,264
2020,化学,288
2020,化学工程与技术,264
2020,化学,288
2020,化学,288
2020,土木工程,264
2020,土木工程,264
2020,化学,288
2020,化学工程与技术,264
2020,力学,254
2020,力学,254
2020,电子科学与技术,288
2020,电子科学与技术,264
2020,电子科学与技术,264
2020,统计学,288
2020,统计学,288
2020,控制科学与工程,264
2020,电子科学与技术,288
2020,电子科学与技术,288
2020,数学,288
2020,数学,288
2020,物理学,288
2020,数学,288
2020,物理学,288
2020,物理学,288
2020,数学,288
2020,计算机科学与技术,295
2020,化学工程与技术,264
2020,计算机科学与技术,295
2020,计算机科学与技术,295
2020,信息与通信工程,264
2020,信息与通信工程,264
2020,(专业学位)会计,210
2020,(专业学位)会计,210
2020,计算机科学与技术,295
2020,(专业学位)会计,210
2020,控制科学与工程,364
2020,计算机科学与技术,295
2020,(专业学位)会计,210
2020,(专业学位)会计,210
2020,信息与通信工程,264
2020,力学,254
2020,(专业学位)会计,210
2020,会计学,355
2020,统计学,343
2020,会计学,355
2020,(专业学位)会计,210
2020,(专业学位)国际商务,343
2020,统计学,343
2020,会计学,355
2020,统计学,343
2020,统计学,343
2020,(专业学位)会计,210
2020,会计学,355
2020,(专业学位)国际商务,343
2020,(专业学位)国际商务,343
2020,(专业学位)国际商务,343
2020,(专业学位)国际商务,343
2020,(专业学位)公共管理,175
2020,(专业学位)公共管理,175
2020,应用经济学,343
2020,应用经济学,343
2020,(专业学位)国际商务,343
2020,(专业学位)公共管理,175
2020,(专业学位)公共管理,175
2020,(专业学位)国际商务,343
2020,(专业学位)国际商务,343
2020,应用经济学,343
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)公共管理,175
2020,安全科学与工程,264
2020,环境科学与工程,264
2020,食品科学与工程,264
2020,环境科学与工程,264
2020,环境科学与工程,264
2020,生物学,354
2020,安全科学与工程,264
2020,食品科学与工程,264
2020,食品科学与工程,264
2020,安全科学与工程,264
2020,环境科学与工程,264
2020,食品科学与工程,264
2020,环境科学与工程,264
2020,食品科学与工程,264
2020,安全科学与工程,264
2020,环境科学与工程,288
2020,农业电气化与自动化,254
2020,控制科学与工程,264
2020,环境科学与工程,288
2020,农业电气化与自动化,254
2020,农业电气化与自动化,254
2020,控制科学与工程,264
2020,环境科学与工程,288
2020,环境科学与工程,288
2020,生物医学工程,264
2020,环境科学与工程,288
2020,控制科学与工程,264
2020,信息与通信工程,264
2020,电气工程,299
2020,电气工程,299
2020,水利工程,254
2020,土木工程,264
2020,动力工程及工程热物理,254
2020,电气工程,299
2020,动力工程及工程热物理,254
2020,电气工程,299
2020,水利工程,254
2020,生物医学工程,264
2020,动力工程及工程热物理,254
2020,动力工程及工程热物理,254
2020,动力工程及工程热物理,254
2020,生物医学工程,264
2020,水利工程,254
2020,动力工程及工程热物理,254
2020,动力工程及工程热物理,254
2020,车辆工程,309
2020,车辆工程,309
2020,力学,254
2020,动力工程及工程热物理,254
2020,动力工程及工程热物理,254
2020,车辆工程,309
2020,交通运输工程,264
2020,交通运输工程,264
2020,力学,254
2020,动力工程及工程热物理,254
2020,交通运输工程,264
2020,车辆工程,309
2020,交通运输工程,264
2020,动力工程及工程热物理,254
2020,车辆工程,309
2020,机械工程,309
2020,材料科学与工程,264
2020,材料科学与工程,264
2020,材料科学与工程,264
2020,仪器科学与技术,264
2020,仪器科学与技术,264
2020,仪器科学与技术,264
2020,冶金工程,254
2020,材料科学与工程,264
2020,仪器科学与技术,264
2020,材料科学与工程,264
2020,光学工程,264
2020,光学工程,264
2020,冶金工程,254
2020,材料科学与工程,264
2020,机械工程,309
2020,机械工程,309
2020,机械工程,309
2020,交通运输规划与管理,-
2020,载运工具运用工程,-
2020,交通信息工程及控制,-
2020,交通信息工程及控制,-
2020,交通运输规划与管理,-
2020,交通运输规划与管理,-
2020,载运工具运用工程,-
2020,交通运输规划与管理,-
2020,载运工具运用工程,-
2020,交通信息工程及控制,-
2020,交通信息工程及控制,-
2020,交通信息工程及控制,-
2020,交通信息工程及控制,-
2020,交通信息工程及控制,-
2020,交通信息工程及控制,-
2020,控制科学与工程,264
2020,控制科学与工程,264
2020,电气工程,299
2020,控制科学与工程,264
2020,控制科学与工程,264
2020,控制科学与工程,264
2020,控制科学与工程,264
2020,电气工程,299
2020,电气工程,299
2020,土木工程,264
2020,土木工程,264
2020,土木工程,264
2020,土木工程,264
2020,土木工程,264
2020,土木工程,264
2020,(专业学位)艺术设计,-
2020,生态环境与城乡规划,-
2020,防灾减灾工程及防护工程,-
2020,桥梁与隧道工程,-
2020,结构工程,-
2020,岩土工程,-
2020,防灾减灾工程及防护工程,-
2020,结构工程,-
2020,结构工程,-
2020,防灾减灾工程及防护工程,-
2020,岩土工程,-
2020,防灾减灾工程及防护工程,-
2020,市政工程,-
2020,结构工程,-
2020,市政工程,-
2020,结构工程,-
2020,岩土工程,-
2020,土木工程,264
2020,土木工程,264
2020,土木工程,264
2020,土木工程,264
2020,土木工程,264
2020,土木工程,264
2020,土木工程,264
2020,冶金工程,264
2020,冶金工程,264
2020,冶金工程,264
2020,冶金工程,264
2020,外国语言学及应用语言学,355
2020,外国语言学及应用语言学,355
2020,外国语言学及应用语言学,355
2020,土木工程,264
2020,土木工程,264
2020,材料科学与工程,264
2020,材料科学与工程,264
2020,(专业学位)会计,198
2020,土木工程,264
2020,材料科学与工程,264
2020,材料科学与工程,264
2020,土木工程,264
2020,(专业学位)会计,198
2020,(专业学位)会计,198
2020,(专业学位)会计,198
2020,(专业学位)会计,198
2020,(专业学位)会计,198
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,(专业学位)工商管理,175
2020,理论经济学,343
2020,管理科学与工程,345
2020,理论经济学,343
2020,管理科学与工程,345
2020,理论经济学,343
2020,水声工程,264
2020,控制科学与工程,264
2020,控制科学与工程,264
2020,控制科学与工程,264
2020,水声工程,264
2020,控制科学与工程,264
2020,信息与通信工程,264
2020,信息与通信工程,264
2020,信息与通信工程,264
2020,信息与通信工程,264
2020,电气工程,264
2020,电气工程,264
2020,信息与通信工程,264
2020,机械工程,264
2020,电气工程,264
2020,电气工程,264
2020,机械工程,264
2020,机械工程,264
2020,机械工程,264
2020,机械工程,264
2020,船舶与海洋结构物设计制造,264
2020,水声工程,264
2020,工程力学,264
2020,水声工程,264
2020,水声工程,264
2020,工程力学,264
2020,水声工程,264
2020,船舶与海洋结构物设计制造,264
2020,船舶与海洋结构物设计制造,264
2020,船舶与海洋结构物设计制造,264
2020,流体力学,264
2020,工程力学,264
2020,流体力学,264
2020,流体力学,264
2020,工程力学,264
2020,救助与打捞工程,-
2020,救助与打捞工程,-
2020,船舶与海洋结构物设计制造,264
2020,船舶与海洋结构物设计制造,264
2020,救助与打捞工程,-
2020,船舶与海洋结构物设计制造,264
2020,船舶与海洋结构物设计制造,264
2020,船舶与海洋结构物设计制造,264
2020,船舶与海洋结构物设计制造,264
2020,船舶与海洋结构物设计制造,264
2020,船舶与海洋结构物设计制造,264
2020,船舶与海洋结构物设计制造,264
2020,机械工程,264
2020,机械工程,264
2020,机械工程,264
2020,机械工程,264
2020,机械工程,264
2020,安全科学与工程,264
2020,安全科学与工程,264
2020,交通运输工程,264
2020,材料科学与工程,264
2020,安全科学与工程,264
2020,交通运输工程,264
2020,交通运输工程,264
2020,机械工程,264
2020,机械工程,264
2020,机械工程,264
2020,机械工程,264
2020,(专业学位)学科教学（物理）,331
2020,(专业学位)美术,347
2020,(专业学位)艺术设计,347
2020,(专业学位)美术,347
2020,(专业学位)艺术设计,347
2020,设计学,347
2020,(专业学位)美术,347
2020,(专业学位)艺术设计,347
2020,(专业学位)艺术设计,347
2020,设计学,347
2020,美术学,347
2020,(专业学位)音乐,347
2020,美术学,347
2020,美术学,347
2020,(专业学位)音乐,347
2020,(专业学位)音乐,347
2020,音乐与舞蹈学,347
2020,音乐与舞蹈学,347
2020,音乐与舞蹈学,347
2020,美术学,347
2020,(专业学位)舞蹈,347
2020,(专业学位)音乐,347
2020,音乐与舞蹈学,347
2020,(专业学位)音乐,347
2020,(专业学位)学科教学（音乐）,331
2020,新闻传播学,355
2020,(专业学位)新闻与传播,355
2020,电气工程,264
2020,(专业学位)广播电视,369
2020,(专业学位)广播电视,369
2020,(专业学位)艺术设计,347
2020,(专业学位)新闻与传播,355
2020,(专业学位)新闻与传播,355
2020,新闻传播学,355
2020,电气工程,264
2020,(专业学位)艺术设计,347
2020,(专业学位)广播电视,369
2020,戏剧与影视学,347
2020,戏剧与影视学,347
2020,电气工程,264
2020,生物学,288
2020,生物学,288
2020,生物学,288
2020,生物学,288
2020,生物学,288
2020,(专业学位)学科教学（生物）,331
2020,(专业学位)学科教学（生物）,331
2020,光学工程,264
2020,光学工程,264
2020,光学工程,264
2020,光学工程,264
2020,光学,288
2020,材料科学与工程,288
2020,材料科学与工程,288
2020,凝聚态物理,288
2020,光学,288
2020,凝聚态物理,288
2020,材料科学与工程,288
2020,材料科学与工程,288
2020,光学,288
2020,统计学,288
2020,凝聚态物理,288
2020,(专业学位)学科教学（物理）,331
2020,统计学,288
2020,理论物理,288
2020,理论物理,288
2020,理论物理,288
2020,统计学,288
2020,(专业学位)学科教学（物理）,331
2020,运筹学与控制论,288
2020,应用数学,288
2020,运筹学与控制论,288
2020,应用数学,288
2020,应用数学,288
2020,运筹学与控制论,288
2020,概率论与数理统计,288
2020,概率论与数理统计,288
2020,计算数学,288
2020,计算数学,288
2020,计算数学,288
2020,基础数学,288
2020,(专业学位)旅游管理,175
2020,世界史,324
2020,工商管理,345
2020,(专业学位)旅游管理,175
2020,(专业学位)学科教学（数学）,331
2020,基础数学,288
2020,(专业学位)应用统计,343
2020,基础数学,288
2020,(专业学位)学科教学（数学）,331
2020,世界史,324
2020,考古学,324
2020,中国史,324
2020,(专业学位)学科教学（历史）,331
2020,考古学,324
2020,考古学,324
2020,中国史,324
2020,世界史,324
2020,世界史,324
2020,中国史,324
2020,中国史,324
2020,日语语言文学,355
2020,(专业学位)英语笔译,355
2020,(专业学位)学科教学（历史）,331
2020,外国语言学及应用语言学,355
2020,英语语言文学,355
2020,俄语语言文学,355
2020,比较文学与世界文学,355
2020,英语语言文学,355
2020,戏剧与影视学,347
2020,艺术学理论,347
2020,比较文学与世界文学,355
2020,英语语言文学,355
2020,比较文学与世界文学,355
2020,(专业学位)学科教学（英语）,339
2020,艺术学理论,347
2020,(专业学位)学科教学（英语）,339
2020,艺术学理论,347
2020,戏剧与影视学,347
2020,戏剧与影视学,347
2020,中国现当代文学,377
2020,中国现当代文学,377
2020,中国现当代文学,377
2020,中国古典文献学,355
2020,中国古典文献学,355
2020,中国古代文学,355
2020,中国古典文献学,355
2020,汉语言文字学,355
2020,中国古代文学,355
2020,中国古代文学,355
2020,中国古典文献学,355
2020,汉语言文字学,355
2020,中国古代文学,355
2020,中国古代文学,355
2020,汉语言文字学,355
2020,汉语言文字学,355
2020,文艺学,355
2020,文艺学,355
2020,(专业学位)学科教学（语文）,331
2020,文艺学,355
2020,(专业学位)学科教学（语文）,331
2020,体育学,277
2020,(专业学位)运动训练,277
2020,汉语言文字学,355
2020,体育学,277
2020,文艺学,355
2020,(专业学位)体育教学,277
2020,文艺学,355
2020,文艺学,355
2020,体育学,277
2020,体育学,277
2020,马克思主义中国化研究,325
2020,思想政治教育,325
2020,马克思主义中国化研究,325
2020,(专业学位)学科教学（思政）,331
2020,马克思主义基本原理,325
2020,(专业学位)学科教学（思政）,331
2020,马克思主义基本原理,325
2020,中国近现代史基本问题研究,325
2020,中国近现代史基本问题研究,325
2020,思想政治教育,325
2020,思想政治教育,325
2020,马克思主义中国化研究,325
2020,区域经济学,343
2020,国民经济学,343
2020,金融学,343
2020,光学,288
2020,(专业学位)学科教学（物理）,331
2020,无线电物理,-
2020,凝聚态物理,288
2020,产业经济学,343
2020,体育经济与管理,345
2020,产业经济学,343
2020,产业经济学,343
2020,体育经济与管理,345
2020,体育经济与管理,345
2020,体育经济与管理,345
2020,统计学,355
2020,(专业学位)应用统计,363
2020,统计学,309
2020,统计学,309
2020,(专业学位)应用统计,363
2020,统计学,355
2020,统计学,309
2020,统计学,355
2020,(专业学位)应用统计,363
2020,统计学,309
2020,数量经济学,356
2020,统计学,355
2020,(专业学位)应用统计,363
2020,数量经济学,356
2020,数量经济学,356
2020,中国近现代史基本问题研究,325
2020,思想政治教育,357
2020,马克思主义中国化研究,325
2020,马克思主义中国化研究,325
2020,思想政治教育,357
2020,中国近现代史基本问题研究,325
2020,中国近现代史基本问题研究,325
2020,中国近现代史基本问题研究,325
2020,马克思主义基本原理,325
2020,思想政治教育,357
2020,思想政治教育,357
2020,马克思主义中国化研究,325
2020,马克思主义中国化研究,325
2020,思想政治教育,357
2020,马克思主义中国化研究,325
2020,马克思主义基本原理,325
2020,马克思主义基本原理,325
2020,马克思主义基本原理,325
2020,马克思主义基本原理,325
