Year,major,score
2020,光学工程,-
2020,课程与教学论,-
2020,课程与教学论,-
2020,物理学,-
2020,物理学,-
2020,物理学,-
2020,(专业学位)学科教学（物理）,-
2020,(专业学位)学科教学（物理）,-
2020,(专业学位)学科教学（物理）,-
2020,(专业学位)学科教学（物理）,-
2020,(专业学位)口腔医学,-
2020,生物学,-
2020,基础医学,-
2020,基础医学,-
2020,生物学,-
2020,基础医学,-
2020,基础医学,-
2020,生物学,-
2020,生物学,-
2020,基础医学,-
2020,基础医学,-
2020,基础医学,-
2020,基础医学,-
2020,基础医学,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,思想政治教育,345
2020,马克思主义基本原理,345
2020,中国近现代史基本问题研究,345
2020,中国近现代史基本问题研究,345
2020,马克思主义中国化研究,345
2020,(专业学位)艺术设计,-
2020,(专业学位)职业技术教育,-
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)艺术设计,-
2020,(专业学位)学科教学（美术）,-
2020,系统科学,-
2020,系统科学,-
2020,(专业学位)学科教学（音乐）,-
2020,系统科学,-
2020,系统科学,-
2020,(专业学位)学科教学（思政）,-
2020,(专业学位)学科教学（数学）,-
2020,(专业学位)学科教学（数学）,-
2020,(专业学位)学科教学（思政）,-
2020,(专业学位)英语笔译,360
2020,(专业学位)英语笔译,360
2020,(专业学位)新闻与传播,-
2020,(专业学位)新闻与传播,-
2020,传媒创意与设计学,-
2020,(专业学位)新闻与传播,355
2020,(专业学位)新闻与传播,355
2020,(专业学位)新闻与传播,355
2020,(专业学位)新闻与传播,355
2020,(专业学位)新闻与传播,355
2020,传媒创意与设计学,-
2020,科学技术哲学,-
2020,思想政治教育,345
2020,(专业学位)法律（法学）,360
2020,知识产权管理,-
2020,马克思主义基本原理,345
2020,中国近现代史基本问题研究,345
2020,思想政治教育,345
2020,马克思主义中国化研究,345
2020,科学技术哲学,-
2020,科学技术哲学,-
2020,(专业学位)法律（非法学）,360
2020,知识产权管理,-
2020,中国近现代史基本问题研究,345
2020,马克思主义基本原理,345
2020,科学技术哲学,-
2020,科学技术哲学,-
2020,(专业学位)新闻与传播,355
2020,新闻传播学,355
2020,新闻传播学,355
2020,(专业学位)新闻与传播,355
2020,(专业学位)法律（法学）,325
2020,(专业学位)法律（法学）,325
2020,(专业学位)法律（法学）,325
2020,(专业学位)法律（法学）,325
2020,(专业学位)法律（非法学）,325
2020,(专业学位)法律（非法学）,325
2020,(专业学位)法律（法学）,325
2020,(专业学位)法律（非法学）,325
2020,(专业学位)法律（非法学）,325
2020,(专业学位)法律（非法学）,325
2020,马克思主义理论,325
2020,马克思主义理论,325
2020,马克思主义理论,325
2020,马克思主义理论,325
2020,马克思主义理论,325
2020,物理电子学,270
2020,核技术及应用,270
2020,材料物理与化学,270
2020,核技术及应用,270
2020,测试计量技术及仪器,270
2020,核技术及应用,270
2020,生物物理学,290
2020,材料物理与化学,270
2020,测试计量技术及仪器,270
2020,物理电子学,270
2020,材料物理与化学,270
2020,测试计量技术及仪器,270
2020,生物物理学,290
2020,核技术及应用,270
2020,凝聚态物理,290
2020,光学,345
2020,光学,345
2020,凝聚态物理,290
2020,凝聚态物理,290
2020,光学,345
2020,凝聚态物理,290
2020,光学,345
2020,凝聚态物理,290
2020,光学,345
2020,光学,345
2020,光学,345
2020,凝聚态物理,290
2020,凝聚态物理,290
2020,凝聚态物理,290
2020,凝聚态物理,290
2020,职业发展教育,345
2020,理论物理,290
2020,粒子物理与原子核物理,315
2020,理论物理,290
2020,理论物理,290
2020,粒子物理与原子核物理,315
2020,教育经济与管理,352
2020,(专业学位)应用心理,373
2020,(专业学位)心理健康教育,354
2020,(专业学位)应用心理,373
2020,职业发展教育,345
2020,职业发展教育,345
2020,教育经济与管理,352
2020,(专业学位)应用心理,373
2020,(专业学位)学科教学（美术）,342
2020,(专业学位)学科教学（历史）,378
2020,(专业学位)学科教学（音乐）,331
2020,发展与教育心理学,303
2020,基础心理学,390
2020,基础心理学,390
2020,(专业学位)教育管理,335
2020,应用心理学,387
2020,基础心理学,390
2020,(专业学位)教育管理,335
2020,应用心理学,387
2020,教育学原理,331
2020,比较教育学,341
2020,应用心理学,387
2020,高等教育学,347
2020,(专业学位)社会工作,-
2020,(专业学位)社会工作,-
2020,心理学,-
2020,(专业学位)教育管理,-
2020,心理学,-
2020,(专业学位)小学教育,-
2020,(专业学位)小学教育,-
2020,心理学,-
2020,(专业学位)应用心理,-
2020,教育学,-
2020,教育学,-
2020,教育学,-
2020,教育学,-
2020,教育学,-
2020,思想政治教育,345
2020,思想政治教育,345
2020,国外马克思主义研究,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,国外马克思主义研究,345
2020,(专业学位)学科教学（思政）,-
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,马克思主义基本原理,345
2020,马克思主义中国化研究,345
2020,马克思主义基本原理,345
2020,马克思主义基本原理,345
2020,马克思主义哲学,-
2020,中共党史,-
2020,中共党史,-
2020,马克思主义哲学,-
2020,中共党史,-
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,(专业学位)口腔医学,-
2020,(专业学位)口腔医学,-
2020,(专业学位)口腔医学,-
2020,口腔临床医学,-
2020,(专业学位)口腔医学,-
2020,(专业学位)口腔医学,-
2020,(专业学位)口腔医学,-
2020,口腔临床医学,-
2020,生物化学与分子生物学,-
2020,生物化学与分子生物学,-
2020,生物化学与分子生物学,-
2020,生物化学与分子生物学,-
2020,生物化学与分子生物学,-
2020,生理学,-
2020,生理学,-
2020,生物化学与分子生物学,-
2020,(专业学位)公共卫生,310
2020,(专业学位)临床检验诊断学,-
2020,营养与食品卫生学,320
2020,卫生毒理学,320
2020,劳动卫生与环境卫生学,-
2020,流行病与卫生统计学,320
2020,流行病与卫生统计学,320
2020,流行病与卫生统计学,320
2020,流行病与卫生统计学,320
2020,流行病与卫生统计学,320
2020,流行病与卫生统计学,320
2020,(专业学位)临床病理学（不授博,-
2020,医学生物化学与分子生物学,320
2020,法医学,-
2020,医学生理学,320
2020,病理学与病理生理学,-
2020,病原生物学,320
2020,免疫学,320
2020,人体解剖与组织胚胎学,320
2020,神经生物学,-
2020,人体解剖与组织胚胎学,320
2020,(专业学位)英语笔译,360
2020,(专业学位)英语笔译,360
2020,(专业学位)农村发展,-
2020,(专业学位)农村发展,-
2020,(专业学位)金融,385
2020,(专业学位)国际商务,385
2020,应用经济学,-
2020,应用经济学,-
2020,(专业学位)国际商务,385
2020,应用经济学,-
2020,应用经济学,-
2020,应用经济学,-
2020,(专业学位)金融,385
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,(专业学位)德语笔译,-
2020,(专业学位)英语口译,-
2020,(专业学位)英语笔译,360
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)英语口译,-
2020,(专业学位)法律（非法学）,360
2020,(专业学位)法律（法学）,360
2020,(专业学位)英语笔译,360
2020,马克思主义理论,325
2020,马克思主义理论,325
2020,马克思主义理论,325
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)法律（法学）,360
2020,(专业学位)法律（法学）,360
2020,国际法学,-
2020,环境与资源保护法学,-
2020,(专业学位)法律（非法学）,360
2020,(专业学位)法律（非法学）,360
2020,宪法学与行政法学,345
2020,民商法学,345
2020,诉讼法学,345
2020,刑法学,345
2020,法学理论,345
2020,医学基础药理学,320
2020,药理学,320
2020,遗传咨询,320
2020,医学心理学,320
2020,病理学与病理生理学,-
2020,人体解剖与组织胚胎学,320
2020,病理学与病理生理学,-
2020,人体解剖与组织胚胎学,320
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)学科教学（思政）,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,政治学,-
2020,政治学,-
2020,哲学,-
2020,政治学,-
2020,哲学,-
2020,政治学,-
2020,哲学,-
2020,政治学,-
2020,哲学,-
2020,政治学,-
2020,教育技术学,-
2020,(专业学位)新闻与传播,355
2020,新闻传播学,-
2020,(专业学位)新闻与传播,355
2020,新闻传播学,-
2020,教育技术学,-
2020,新闻传播学,-
2020,新闻传播学,-
2020,教育技术学,-
2020,(专业学位)新闻与传播,355
2020,(专业学位)现代教育技术,-
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)英语口译,-
2020,(专业学位)英语笔译,360
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,马克思主义哲学,-
2020,伦理学,-
2020,美学,-
2020,中国近现代史基本问题研究,345
2020,马克思主义基本原理,345
2020,思想政治教育,345
2020,马克思主义中国化研究,345
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)学科教学（美术）,-
2020,(专业学位)学科教学（美术）,-
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)艺术,-
2020,(专业学位)艺术,-
2020,(专业学位)艺术,-
2020,(专业学位)翻译,-
2020,(专业学位)翻译,-
2020,科学社会主义与国际共产主义运动,-
2020,科学社会主义与国际共产主义运动,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)翻译,-
2020,(专业学位)翻译,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,科学社会主义与国际共产主义运动,-
2020,广播电视艺术学,-
2020,广播电视艺术学,-
2020,(专业学位)新闻与传播,355
2020,(专业学位)出版,-
2020,(专业学位)出版,-
2020,广播电视艺术学,-
2020,(专业学位)新闻与传播,355
2020,(专业学位)出版,-
2020,广播电视艺术学,-
2020,(专业学位)出版,-
2020,(专业学位)新闻与传播,355
2020,(专业学位)新闻与传播,355
2020,传播学,360
2020,新闻学,360
2020,新闻学,360
2020,传播学,360
2020,传播学,360
2020,新闻学,360
2020,新闻学,360
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)学科教学（美术）,-
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)社会工作,-
2020,(专业学位)学科教学（思政）,-
2020,(专业学位)社会工作,-
2020,(专业学位)学科教学（思政）,-
2020,(专业学位)社会工作,-
2020,(专业学位)社会工作,-
2020,(专业学位)社会工作,-
2020,(专业学位)社会工作,-
2020,马克思主义中国化研究,345
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)新闻与传播,355
2020,(专业学位)新闻与传播,355
2020,世界史,-
2020,政治学,-
2020,世界史,-
2020,世界史,-
2020,政治学,-
2020,政治学,-
2020,政治学,-
2020,中医文化学,-
2020,马克思主义中国化研究,345
2020,马克思主义基本原理,345
2020,马克思主义基本原理,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,(专业学位)法律（法学）,360
2020,(专业学位)法律（非法学）,360
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)翻译,-
2020,(专业学位)学科教学（思政）,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)学科教学（英语）,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)教育管理,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,哲学,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,哲学,-
2020,(专业学位)学科教学（思政）,-
2020,(专业学位)新闻与传播,355
2020,哲学,-
2020,戏剧与影视学,-
2020,戏剧与影视学,-
2020,新闻传播学,-
2020,(专业学位)广播电视,-
2020,戏剧与影视学,-
2020,哲学,-
2020,新闻传播学,-
2020,思想政治教育,345
2020,马克思主义中国化研究,345
2020,马克思主义基本原理,345
2020,马克思主义基本原理,345
2020,商务外语研究,-
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,马克思主义基本原理,345
2020,马克思主义基本原理,345
2020,思想政治教育,345
2020,马克思主义基本原理,345
2020,公共管理与国家治理,-
2020,公共管理与国家治理,-
2020,公共管理与国家治理,-
2020,国际电子商务语言与文化,-
2020,国际电子商务语言与文化,-
2020,(专业学位)翻译,-
2020,(专业学位)翻译,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)翻译,-
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,马克思主义中国化研究,345
2020,马克思主义发展史,345
2020,国外马克思主义研究,345
2020,马克思主义中国化研究,345
2020,马克思主义发展史,345
2020,国外马克思主义研究,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,马克思主义基本原理,345
2020,马克思主义基本原理,345
2020,马克思主义基本原理,345
2020,(专业学位)法律（法学）,325
2020,(专业学位)法律（法学）,325
2020,法学,325
2020,法学,325
2020,法学,325
2020,法学,325
2020,(专业学位)艺术,-
2020,(专业学位)艺术,-
2020,(专业学位)艺术,-
2020,(专业学位)艺术,-
2020,(专业学位)艺术,-
2020,(专业学位)艺术,-
2020,国外马克思主义研究,345
2020,国外马克思主义研究,345
2020,国外马克思主义研究,345
2020,马克思主义哲学,-
2020,马克思主义哲学,-
2020,马克思主义基本原理,345
2020,马克思主义中国化研究,345
2020,马克思主义哲学,-
2020,马克思主义基本原理,345
2020,马克思主义基本原理,345
2020,马克思主义哲学,-
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,(专业学位)特殊教育,-
2020,(专业学位)特殊教育,-
2020,(专业学位)应用心理,-
2020,(专业学位)特殊教育,-
2020,(专业学位)应用心理,-
2020,(专业学位)特殊教育,-
2020,(专业学位)应用心理,-
2020,(专业学位)特殊教育,-
2020,(专业学位)现代教育技术,-
2020,(专业学位)现代教育技术,-
2020,(专业学位)现代教育技术,-
2020,(专业学位)心理健康教育,-
2020,(专业学位)学前教育,-
2020,(专业学位)学前教育,-
2020,(专业学位)现代教育技术,-
2020,(专业学位)心理健康教育,-
2020,(专业学位)心理健康教育,-
2020,(专业学位)小学教育,-
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)学前教育,-
2020,(专业学位)心理健康教育,-
2020,(专业学位)小学教育,-
2020,(专业学位)学科教学（音乐）,-
2020,应用心理学,-
2020,(专业学位)教育管理,-
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)教育管理,-
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)学科教学（音乐）,-
2020,临床认知神经科学,-
2020,临床认知神经科学,-
2020,应用心理学,-
2020,(专业学位)学科教学（音乐）,-
2020,(专业学位)学科教学（音乐）,-
2020,发展与教育心理学,-
2020,应用心理学,-
2020,基础心理学,-
2020,教育领导与管理,340
2020,发展与教育心理学,-
2020,基础心理学,-
2020,教育技术学,340
2020,基础心理学,-
2020,发展与教育心理学,-
2020,教师教育,-
2020,教育领导与管理,340
2020,教师教育,-
2020,教师教育,-
2020,教育领导与管理,340
2020,教育技术学,340
2020,教师教育,-
2020,(专业学位)学前教育,-
2020,教育史,-
2020,比较教育学,-
2020,课程与教学论,-
2020,教育史,-
2020,高等教育学,340
2020,学前教育学,-
2020,学前教育学,-
2020,高等教育学,340
2020,学前教育学,-
2020,比较教育学,-
2020,高等教育学,340
2020,比较教育学,-
2020,教育技术学,340
2020,课程与教学论,-
2020,课程与教学论,-
2020,课程与教学论,-
2020,教育学原理,-
2020,教育学原理,-
2020,教育学原理,-
2020,教育学原理,-
2020,马克思主义理论,-
2020,(专业学位)公共管理,-
2020,外国语言文学,-
2020,(专业学位)英语笔译,360
2020,外国语言文学,-
2020,外国语言文学,-
2020,应用经济学,-
2020,应用经济学,-
2020,应用经济学,-
2020,应用经济学,-
2020,应用经济学,-
2020,马克思主义理论,-
2020,应用经济学,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,科学技术哲学,-
2020,科学技术哲学,-
2020,科学技术哲学,-
2020,科学技术哲学,-
2020,马克思主义理论,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,哲学,-
2020,哲学,-
2020,哲学,-
2020,(专业学位)心理健康教育,-
2020,哲学,-
2020,(专业学位)法律（非法学）,325
2020,(专业学位)法律（法学）,325
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,(专业学位)口腔医学,-
2020,(专业学位)口腔医学,-
2020,(专业学位)口腔医学,-
2020,(专业学位)口腔医学,-
2020,(专业学位)口腔医学,-
2020,法医学,-
2020,病原生物学,320
2020,病原生物学,320
2020,免疫学,320
2020,免疫学,320
2020,病原生物学,320
2020,法医学,-
2020,病原生物学,320
2020,病理学与病理生理学,-
2020,病理学与病理生理学,-
2020,病理学与病理生理学,-
2020,人体解剖与组织胚胎学,320
2020,免疫学,320
2020,免疫学,-
2020,生物化学与分子生物学,-
2020,人体解剖与组织胚胎学,320
2020,免疫学,-
2020,生物化学与分子生物学,-
2020,生物化学与分子生物学,-
2020,发育生物学,-
2020,免疫学,-
2020,发育生物学,-
2020,生物化学与分子生物学,-
2020,生物化学与分子生物学,-
2020,人体解剖与组织胚胎学,320
2020,人体解剖与组织胚胎学,320
2020,生理学,-
2020,微生物学,-
2020,生理学,-
2020,发育生物学,-
2020,生理学,-
2020,微生物学,-
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,哲学,-
2020,哲学,-
2020,哲学,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,信息与通信工程,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)法律（法学）,360
2020,(专业学位)法律（非法学）,360
2020,(专业学位)法律（法学）,360
2020,软件工程,-
2020,软件工程,-
2020,电子科学与技术,-
2020,电子科学与技术,-
2020,电子科学与技术,-
2020,电子科学与技术,-
2020,控制科学与工程,-
2020,软件工程,-
2020,软件工程,-
2020,控制科学与工程,-
2020,电子科学与技术,-
2020,(专业学位)应用统计,-
2020,应用经济学,-
2020,应用经济学,-
2020,应用经济学,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,思想政治教育,345
2020,思想政治教育,345
2020,马克思主义基本原理,345
2020,马克思主义基本原理,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,马克思主义基本原理,345
2020,行政管理,-
2020,诉讼法学,345
2020,马克思主义基本原理,345
2020,行政管理,-
2020,民商法学,345
2020,行政管理,-
2020,马克思主义基本原理,345
2020,诉讼法学,345
2020,诉讼法学,345
2020,民商法学,345
2020,行政管理,-
2020,行政管理,-
2020,行政管理,-
2020,民商法学,345
2020,法学理论,345
2020,法学理论,345
2020,刑法学,345
2020,刑法学,345
2020,宪法学与行政法学,345
2020,刑法学,345
2020,宪法学与行政法学,345
2020,宪法学与行政法学,345
2020,宪法学与行政法学,345
2020,光学,-
2020,凝聚态物理,-
2020,理论物理,-
2020,凝聚态物理,-
2020,光学,-
2020,凝聚态物理,-
2020,凝聚态物理,-
2020,凝聚态物理,-
2020,理论物理,-
2020,光学,-
2020,凝聚态物理,-
2020,光学,-
2020,光学,-
2020,凝聚态物理,-
2020,理论物理,-
2020,理论物理,-
2020,马克思主义基本原理,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,马克思主义基本原理,345
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,物理学,-
2020,物理学,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)学科教学（思政）,-
2020,课程与教学论,-
2020,课程与教学论,-
2020,马克思主义理论,-
2020,课程与教学论,-
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,美术学,-
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,(专业学位)美术,350
2020,美术学,-
2020,美术学,-
2020,美术学,-
2020,美术学,-
2020,美术学,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,政治经济学,360
2020,政治经济学,360
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,政治经济学,360
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,中国近现代史基本问题研究,345
2020,中国近现代史基本问题研究,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,马克思主义中国化研究,345
2020,思想政治教育,345
2020,中国近现代史基本问题研究,345
2020,马克思主义中国化研究,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,金融学,-
2020,金融学,-
2020,金融学,-
2020,国际贸易学,-
2020,国际贸易学,-
2020,金融学,-
2020,国际贸易学,-
2020,金融学,-
2020,国际贸易学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,科学技术哲学,355
2020,宗教学,355
2020,科学技术哲学,355
2020,科学技术哲学,355
2020,伦理学,355
2020,科学技术哲学,355
2020,宗教学,355
2020,宗教学,355
2020,马克思主义哲学,355
2020,伦理学,355
2020,中国哲学,355
2020,逻辑学,355
2020,马克思主义哲学,355
2020,伦理学,355
2020,中国哲学,355
2020,马克思主义哲学,355
2020,中国哲学,355
2020,伦理学,355
2020,马克思主义哲学,355
2020,逻辑学,355
2020,外国哲学,355
2020,逻辑学,355
2020,外国哲学,355
2020,中国史,380
2020,中国史,380
2020,中国史,380
2020,比较文学与世界文学,360
2020,比较文学与世界文学,360
2020,中国史,380
2020,中国史,380
2020,世界史,380
2020,世界史,380
2020,中国现当代文学,360
2020,世界史,380
2020,比较文学与世界文学,360
2020,(专业学位)广播电视,-
2020,中国现当代文学,360
2020,中国现当代文学,360
2020,中国古代文学,360
2020,语言学及应用语言学,360
2020,中国古典文献学,360
2020,语言学及应用语言学,360
2020,汉语言文字学,360
2020,文艺学,360
2020,中国古代文学,360
2020,中国古代文学,360
2020,汉语言文字学,360
2020,汉语言文字学,360
2020,中国古典文献学,360
2020,中国古代文学,360
2020,文艺学,360
2020,文艺学,360
2020,文艺学,360
2020,语言学及应用语言学,360
2020,文艺学,360
2020,(专业学位)翻译,-
2020,马克思主义理论,350
2020,马克思主义理论,350
2020,马克思主义理论,350
2020,马克思主义理论,350
2020,思想政治教育,325
2020,思想政治教育,325
2020,思想政治教育,325
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,(专业学位)学科教学（数学）,-
2020,应用数学,310
2020,数学教育,-
2020,(专业学位)公共卫生,310
2020,(专业学位)公共卫生,310
2020,(专业学位)公共卫生,310
2020,(专业学位)公共卫生,310
2020,(专业学位)公共卫生,310
2020,(专业学位)公共卫生,310
2020,思想政治教育,345
2020,(专业学位)广播电视,350
2020,(专业学位)广播电视,350
2020,(专业学位)艺术设计,-
2020,(专业学位)艺术设计,-
2020,(专业学位)学科教学（思政）,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,艺术学理论,-
2020,艺术学理论,-
2020,艺术学理论,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,数学,-
2020,(专业学位)法律（非法学）,360
2020,(专业学位)法律（法学）,360
2020,物理学,-
2020,物理学,-
2020,物理学,-
2020,物理学,-
2020,物理学,-
2020,(专业学位)英语笔译,360
2020,(专业学位)学科教学（英语）,-
2020,外国语言文学,-
2020,外国语言文学,-
2020,(专业学位)日语笔译,360
2020,(专业学位)学科教学（英语）,-
2020,外国语言文学,-
2020,外国语言文学,-
2020,(专业学位)学前教育,-
2020,(专业学位)现代教育技术,-
2020,(专业学位)小学教育,-
2020,(专业学位)小学教育,-
2020,(专业学位)心理健康教育,-
2020,(专业学位)学前教育,-
2020,教育学,-
2020,教育学,-
2020,(专业学位)学科教学（思政）,-
2020,(专业学位)学科教学（思政）,-
2020,马克思主义理论,-
2020,教育学,-
2020,教育学,-
2020,教育学,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)出版,-
2020,新闻传播学,-
2020,新闻传播学,-
2020,新闻传播学,-
2020,(专业学位)新闻与传播,355
2020,外国语言学及应用语言学,360
2020,日语语言文学,360
2020,英语语言文学,360
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)学科教学（英语）,-
2020,(专业学位)法律（法学）,360
2020,(专业学位)法律（非法学）,360
2020,(专业学位)社会工作,-
2020,(专业学位)法律（非法学）,360
2020,(专业学位)法律（法学）,360
2020,(专业学位)社会工作,-
2020,马克思主义中国化研究,345
2020,青年马克思主义者培养研究,345
2020,马克思主义中国化研究,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,青年马克思主义者培养研究,345
2020,马克思主义基本原理,345
2020,马克思主义基本原理,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,思想政治教育,345
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,马克思主义理论,-
2020,(专业学位)肿瘤学,-
2020,(专业学位)肿瘤学,-
2020,(专业学位)耳鼻咽喉科学,-
2020,(专业学位)护理,-
2020,(专业学位)老年医学,-
2020,(专业学位)儿科学,-
2020,(专业学位)精神病与精神卫生学,-
2020,(专业学位)内科学,-
2020,(专业学位)神经病学,-
2020,(专业学位)内科学,-
2020,(专业学位)内科学,-
2020,(专业学位)内科学,-
2020,(专业学位)内科学,-
2020,流行病与卫生统计学,-
2020,(专业学位)内科学,-
2020,口腔临床医学,-
2020,(专业学位)内科学,-
2020,(专业学位)内科学,-
2020,肿瘤学,-
2020,耳鼻咽喉科学,-
2020,肿瘤学,-
2020,眼科学,-
